drug_name,manufacturer,approval_year,drug_class,indications,side_effects,dosage_mg,administration_route,contraindications,warnings,price_usd,batch_number,expiry_date,side_effect_severity,approval_status
Viraprofen97,Roche Holding AG,1995,Antifungal,Fungal infections,"Diarrhea, Insomnia, Constipation",570,Intravenous,Liver disease,May affect fertility,310.69,ux474WU,1/28/2026,Severe,Rejected
Mecomab61,Merck & Co.,2012,Antibiotic,Pain relief,"Fatigue, Headache, Constipation",780,Oral,Pregnancy,Avoid alcohol,393.15,ao610PT,7/14/2027,Moderate,Approved
Fenocillin92,Moderna Therapeutics,2013,Anti-inflammatory,Fungal infections,"Headache, Constipation",320,Intramuscular,Bleeding disorders,May cause drowsiness,242.21,zC841Bk,9/29/2026,Moderate,Approved
Daxostatin87,Novartis AG,2006,Antipsychotic,Psychosis control,"Headache, Fatigue",960,Oral,Diabetes,Do not discontinue abruptly,260.08,Gt871bK,9/25/2026,Moderate,Pending
Amoxmab62,Bayer AG,2018,Vaccine,Depression treatment,"Diarrhea, Constipation",710,Topical,Heart disease,Risk of addiction,269.48,gF284mO,3/10/2028,Moderate,Pending
Daxoxetine37,Sanofi,1999,Antipyretic,Psychosis control,Insomnia,440,Sublingual,Seizures,Use with caution in elderly,317.51,WD778gO,3/8/2027,Moderate,Pending
Viradipine72,Johnson & Johnson,2019,Antibiotic,Viral infections,"Dizziness, Rash, Fatigue",690,Sublingual,Bleeding disorders,Monitor blood pressure,323.82,rN246sV,6/18/2028,Severe,Rejected
Mecostatin66,Novartis AG,2012,Anti-inflammatory,Prevent infectious disease,"Dry mouth, Insomnia, Headache",990,Rectal,Asthma,Do not discontinue abruptly,69.08,DH745rN,5/5/2027,Severe,Rejected
Mecoparin77,Merck & Co.,2002,Antiviral,Psychosis control,"Constipation, Headache",320,Sublingual,Bleeding disorders,Take with food,151.3,VF488CU,3/29/2028,Mild,Approved
Fenozole11,Johnson & Johnson,2005,Antihistamine,Fever reduction,Nausea,650,Topical,Heart disease,Do not discontinue abruptly,22.5,qH265ij,6/6/2026,Moderate,Pending
Cefmab61,Novartis AG,2023,Antidepressant,Allergy relief,"Rash, Dry mouth",590,Sublingual,Diabetes,Do not operate machinery,157.84,fo677Rp,8/25/2026,Moderate,Rejected
Daxodipine69,Sanofi,2021,Antifungal,Pain relief,"Headache, Constipation, Rash",470,Intravenous,Pregnancy,Do not operate machinery,169.02,uC138HY,5/4/2028,Moderate,Pending
Loxoparin65,AstraZeneca,2017,Antidepressant,Fungal infections,"Rash, Fatigue, Insomnia",780,Rectal,Pregnancy,May cause drowsiness,298.24,Zw909yU,11/27/2027,Moderate,Pending
Serozole50,Bayer AG,2002,Anti-inflammatory,Bacterial infections,"Rash, Diarrhea",610,Inhalation,Diabetes,May cause drowsiness,106.94,Wz882VD,3/24/2028,Moderate,Pending
Viradipine63,GlaxoSmithKline,1996,Anti-inflammatory,Allergy relief,"Diarrhea, Constipation",320,Intravenous,Kidney impairment,Use with caution in elderly,117.55,Hd610QY,1/23/2026,Mild,Approved
Amoxxetine55,AstraZeneca,2012,Vaccine,Psychosis control,"Blurred vision, Insomnia, Headache",820,Topical,High blood pressure,Avoid sunlight exposure,141.51,GG630If,6/25/2027,Severe,Approved
Amoxzole35,Bayer AG,2014,Analgesic,Psychosis control,"Constipation, Insomnia, Dry mouth",60,Intramuscular,Kidney impairment,May cause drowsiness,225.11,Cj298Gr,10/15/2025,Severe,Pending
Amoxvir66,Novartis AG,1993,Antifungal,Bacterial infections,"Dizziness, Headache",360,Topical,Seizures,Risk of addiction,181.26,Sf233Dq,5/17/2026,Mild,Rejected
Seroprofen81,Merck & Co.,2006,Antipyretic,Fungal infections,"Insomnia, Dizziness, Headache",760,Inhalation,Asthma,Take with food,472.19,WW423NX,6/28/2027,Moderate,Pending
Loxostatin36,Johnson & Johnson,2003,Antibiotic,Fungal infections,"Fatigue, Rash, Dizziness",310,Intravenous,Allergic reaction,May affect fertility,9.15,KN957Sy,9/3/2026,Mild,Pending
Serozepam64,Pfizer Inc.,2013,Antihistamine,Viral infections,"Nausea, Dry mouth, Diarrhea",230,Topical,Pregnancy,May affect fertility,4.97,oD862yn,2/4/2028,Severe,Approved
Rivadipine26,Novartis AG,2008,Vaccine,Viral infections,"Blurred vision, Headache, Constipation",200,Intramuscular,High blood pressure,Take with food,144.99,LF863Tv,1/26/2026,Mild,Approved
Daxozepam23,Sanofi,2015,Antifungal,Prevent infectious disease,"Blurred vision, Headache",30,Intramuscular,Liver disease,Avoid sunlight exposure,298.46,Ir686hE,7/2/2026,Moderate,Approved
Mecozole26,AstraZeneca,1994,Antihistamine,Depression treatment,"Diarrhea, Headache, Constipation",340,Oral,Liver disease,Do not discontinue abruptly,5.65,Vh857ca,10/28/2027,Mild,Rejected
Daxomab19,Roche Holding AG,2022,Antipyretic,Allergy relief,"Dry mouth, Nausea, Rash",850,Rectal,High blood pressure,Risk of addiction,47.47,pg131Ep,10/13/2027,Moderate,Rejected
Zyloparin59,Johnson & Johnson,2017,Analgesic,Fever reduction,"Headache, Rash",50,Inhalation,Allergic reaction,May affect fertility,373.07,vO991Qj,6/2/2028,Moderate,Approved
Daxodipine45,Novartis AG,1998,Antiviral,Pain relief,Constipation,730,Sublingual,Asthma,Use with caution in elderly,327.37,WU019EK,5/22/2026,Moderate,Approved
Serostatin44,Merck & Co.,2006,Antifungal,Fungal infections,"Blurred vision, Dizziness, Insomnia",660,Oral,Bleeding disorders,Take with food,482.48,oH040UC,4/7/2026,Moderate,Approved
Serozole45,Johnson & Johnson,2005,Vaccine,Fungal infections,"Rash, Fatigue, Nausea",660,Intravenous,Asthma,Avoid sunlight exposure,235.02,DW738Al,11/13/2026,Moderate,Pending
Loxovir10,Novartis AG,2024,Vaccine,Fungal infections,"Constipation, Headache",920,Rectal,Seizures,May cause drowsiness,270.89,et957yq,7/29/2026,Moderate,Approved
Cefstatin52,Sanofi,1995,Analgesic,Fever reduction,"Blurred vision, Dry mouth, Insomnia",300,Rectal,Heart disease,May cause drowsiness,23.22,uK971GL,12/4/2025,Mild,Rejected
Amoxxetine35,Pfizer Inc.,2012,Antifungal,Inflammation reduction,"Fatigue, Insomnia, Nausea",460,Topical,High blood pressure,Do not operate machinery,319.31,AT980sC,4/28/2028,Moderate,Rejected
Mecocillin92,Sanofi,2006,Antipyretic,Fungal infections,"Fatigue, Rash",450,Intravenous,Diabetes,May affect fertility,207.67,YU383MQ,1/16/2026,Mild,Approved
Amoxxetine82,Merck & Co.,2008,Antiviral,Fungal infections,"Headache, Blurred vision, Diarrhea",880,Topical,Allergic reaction,Avoid alcohol,430.31,xD036Lf,1/14/2026,Moderate,Pending
Zyloprofen34,Pfizer Inc.,2021,Antidepressant,Prevent infectious disease,Constipation,920,Rectal,Pregnancy,Monitor blood pressure,487.71,Mw570NU,3/29/2026,Moderate,Rejected
Daxoxetine89,Sanofi,2006,Antibiotic,Bacterial infections,"Nausea, Dry mouth, Fatigue",660,Intravenous,Seizures,Avoid alcohol,281.55,QY766hh,11/16/2026,Severe,Approved
Zylodipine63,Johnson & Johnson,2008,Antipyretic,Prevent infectious disease,Nausea,130,Rectal,Kidney impairment,Avoid sunlight exposure,449.64,lP933Uz,8/1/2027,Moderate,Rejected
Amoxstatin74,Pfizer Inc.,2007,Antidepressant,Depression treatment,"Insomnia, Diarrhea",260,Intramuscular,Allergic reaction,May affect fertility,307.52,rN817KA,3/20/2027,Severe,Pending
Loxoparin30,Sanofi,2013,Antipsychotic,Inflammation reduction,"Rash, Dizziness, Insomnia",970,Intramuscular,Bleeding disorders,May cause drowsiness,399.48,AB730bH,8/29/2026,Severe,Approved
Zylovir57,Moderna Therapeutics,2008,Antihistamine,Fungal infections,"Dry mouth, Blurred vision",450,Intravenous,Asthma,Take with food,438.06,BA255rr,11/28/2027,Moderate,Rejected
Fenoxetine40,Roche Holding AG,1998,Antifungal,Bacterial infections,Blurred vision,660,Inhalation,Pregnancy,Risk of addiction,322.54,nD820qa,7/12/2028,Severe,Rejected
Fenovir72,Sanofi,2010,Antihistamine,Bacterial infections,"Dry mouth, Rash",610,Oral,Liver disease,Risk of addiction,162.64,Az988pI,6/13/2027,Moderate,Pending
Cefxetine56,Bayer AG,2014,Antifungal,Inflammation reduction,"Rash, Headache, Dizziness",880,Inhalation,Heart disease,Avoid alcohol,64.39,lJ028Yz,5/8/2026,Mild,Pending
Mecovir53,Pfizer Inc.,2006,Vaccine,Allergy relief,"Blurred vision, Fatigue, Constipation",330,Intravenous,Bleeding disorders,Monitor blood pressure,165.32,Pw467pe,2/10/2028,Mild,Rejected
Loxomab41,Bayer AG,1991,Antifungal,Bacterial infections,Blurred vision,320,Sublingual,Kidney impairment,Use with caution in elderly,289.49,Is419EY,9/3/2025,Moderate,Rejected
Fenomab14,Sanofi,2019,Antiviral,Allergy relief,"Dry mouth, Nausea, Headache",500,Rectal,Heart disease,Do not operate machinery,164.03,jB486pj,3/6/2026,Severe,Pending
Fenozepam19,Moderna Therapeutics,1998,Antipyretic,Depression treatment,"Headache, Fatigue",170,Oral,Heart disease,May cause drowsiness,9.29,ek992jR,10/1/2025,Moderate,Rejected
Zylodipine95,Sanofi,2008,Anti-inflammatory,Fever reduction,"Insomnia, Rash, Nausea",650,Rectal,Kidney impairment,Avoid sunlight exposure,103.62,Ko977Ef,11/12/2026,Mild,Approved
Amoxstatin49,Merck & Co.,1994,Antidepressant,Viral infections,Headache,490,Rectal,Allergic reaction,Monitor blood pressure,208.51,aP252EZ,5/28/2026,Severe,Rejected
Zyloprofen54,GlaxoSmithKline,1993,Antipsychotic,Inflammation reduction,"Rash, Fatigue",680,Inhalation,Heart disease,May cause drowsiness,180.69,Qd583tD,9/12/2025,Severe,Rejected
Cefxetine98,Merck & Co.,1991,Antipyretic,Bacterial infections,"Fatigue, Headache, Rash",990,Inhalation,Seizures,Take with food,194.81,zH941NW,4/29/2027,Severe,Approved
Fenoxetine11,Merck & Co.,1995,Antipsychotic,Depression treatment,Rash,670,Intramuscular,High blood pressure,Do not discontinue abruptly,314.39,ic603oB,7/15/2026,Severe,Pending
Daxovir80,Pfizer Inc.,2022,Anti-inflammatory,Prevent infectious disease,Insomnia,130,Intramuscular,Liver disease,Avoid alcohol,116.55,Ki477FB,4/19/2026,Mild,Approved
Daxostatin41,Johnson & Johnson,1995,Antidepressant,Pain relief,Constipation,840,Intramuscular,Pregnancy,Monitor blood pressure,432.87,Hi161Mr,4/15/2027,Severe,Rejected
Daxozepam97,Bayer AG,2017,Antidepressant,Psychosis control,"Insomnia, Nausea, Rash",280,Oral,Liver disease,Avoid alcohol,336.7,dV416Pz,4/25/2028,Severe,Approved
Daxoparin13,AstraZeneca,2023,Antifungal,Depression treatment,"Rash, Nausea, Diarrhea",850,Inhalation,Allergic reaction,May cause drowsiness,123.2,zZ132cx,12/27/2027,Mild,Approved
Cefparin24,GlaxoSmithKline,2011,Anti-inflammatory,Fungal infections,"Nausea, Dizziness",920,Rectal,Heart disease,Use with caution in elderly,455.54,kO529nn,6/30/2028,Severe,Approved
Rivazole65,Novartis AG,2006,Vaccine,Depression treatment,Rash,330,Sublingual,Kidney impairment,Monitor blood pressure,129.89,Yk528xL,4/23/2026,Mild,Pending
Loxozepam66,Merck & Co.,1992,Antipsychotic,Fungal infections,Constipation,640,Topical,Asthma,Do not discontinue abruptly,212.49,ZP863JM,8/16/2026,Moderate,Approved
Rivazepam22,GlaxoSmithKline,1993,Antibiotic,Prevent infectious disease,Diarrhea,680,Oral,Diabetes,Risk of addiction,474.65,qk871jV,5/19/2027,Moderate,Pending
Fenovir72,Bayer AG,2012,Antidepressant,Prevent infectious disease,Headache,70,Inhalation,Asthma,Avoid alcohol,406.77,kU621Jq,9/28/2027,Severe,Pending
Loxoparin10,Novartis AG,2014,Antidepressant,Depression treatment,"Headache, Dry mouth",390,Inhalation,Diabetes,Use with caution in elderly,153.84,xy356ze,3/6/2028,Mild,Pending
Mecodipine70,Novartis AG,2021,Antiviral,Allergy relief,"Dizziness, Headache",880,Intravenous,Kidney impairment,Do not discontinue abruptly,388.45,TB135wT,3/3/2026,Mild,Pending
Serocillin73,Johnson & Johnson,2002,Antidepressant,Allergy relief,"Insomnia, Constipation, Headache",860,Sublingual,Seizures,Use with caution in elderly,132.21,ur295zy,1/2/2027,Moderate,Rejected
Mecocillin38,Bayer AG,2016,Analgesic,Fungal infections,"Nausea, Headache",990,Oral,Kidney impairment,May cause drowsiness,293.5,GP001YO,11/27/2025,Mild,Approved
Fenocillin31,Roche Holding AG,2013,Antibiotic,Bacterial infections,"Insomnia, Constipation",520,Topical,Kidney impairment,Avoid alcohol,371.4,Ij268IU,2/24/2026,Mild,Pending
Serostatin52,Moderna Therapeutics,1996,Antipyretic,Fever reduction,Diarrhea,250,Sublingual,Kidney impairment,Risk of addiction,405.95,yw246If,10/30/2026,Mild,Rejected
Rivamab29,Johnson & Johnson,1994,Antibiotic,Psychosis control,"Nausea, Rash, Insomnia",120,Topical,Diabetes,Use with caution in elderly,197.07,lF231yc,11/15/2026,Mild,Rejected
Rivaprofen19,Merck & Co.,2022,Antifungal,Bacterial infections,"Blurred vision, Nausea",170,Sublingual,Heart disease,Use with caution in elderly,376.72,Hf360Di,10/12/2026,Severe,Rejected
Daxomab26,Bayer AG,2016,Antipsychotic,Inflammation reduction,"Headache, Rash",820,Oral,Pregnancy,Avoid sunlight exposure,40.99,Wk348Vp,6/3/2026,Mild,Pending
Cefxetine44,Roche Holding AG,2005,Anti-inflammatory,Fever reduction,"Blurred vision, Nausea",480,Inhalation,Pregnancy,May affect fertility,259.82,QU192dF,11/3/2027,Severe,Pending
Viraprofen28,Pfizer Inc.,2006,Anti-inflammatory,Inflammation reduction,"Dizziness, Rash, Headache",520,Oral,Asthma,Monitor blood pressure,43.36,mV096Hq,1/19/2026,Mild,Rejected
Mecozole53,Novartis AG,2022,Antifungal,Depression treatment,"Constipation, Blurred vision, Rash",470,Oral,Kidney impairment,May affect fertility,240,ov555Ad,5/4/2027,Mild,Pending
Fenoxetine38,Novartis AG,2001,Antipsychotic,Allergy relief,"Constipation, Diarrhea, Insomnia",850,Sublingual,Seizures,Do not operate machinery,89.4,RW597GB,11/24/2026,Moderate,Rejected
Daxovir85,Moderna Therapeutics,2002,Antipsychotic,Fever reduction,"Headache, Insomnia, Fatigue",860,Intramuscular,Seizures,Do not operate machinery,111.59,IK322YA,1/6/2026,Moderate,Pending
Cefxetine26,Sanofi,2019,Antidepressant,Fever reduction,Headache,130,Intramuscular,Asthma,Do not discontinue abruptly,97.42,Bg745RA,12/4/2027,Mild,Rejected
Rivamab71,Novartis AG,2014,Antihistamine,Allergy relief,"Headache, Dizziness",730,Oral,Bleeding disorders,Monitor blood pressure,32.31,QY556ry,7/18/2028,Severe,Rejected
Mecozole44,GlaxoSmithKline,2015,Antipyretic,Pain relief,"Dizziness, Headache",140,Topical,Pregnancy,Take with food,182.34,gi845GY,3/24/2028,Severe,Pending
Daxoprofen37,Roche Holding AG,1993,Antipyretic,Inflammation reduction,"Nausea, Dry mouth, Fatigue",650,Inhalation,Diabetes,Use with caution in elderly,103.24,lF617cv,2/11/2027,Mild,Rejected
Serovir68,Moderna Therapeutics,1994,Antipyretic,Fungal infections,Blurred vision,110,Intramuscular,Kidney impairment,Risk of addiction,318.18,Xu639Gq,7/26/2028,Mild,Pending
Zylozole19,Sanofi,2024,Antihistamine,Fever reduction,Diarrhea,50,Oral,Diabetes,Avoid sunlight exposure,92.91,bM833TQ,2/1/2027,Moderate,Pending
Fenomab78,Roche Holding AG,1993,Anti-inflammatory,Prevent infectious disease,Dizziness,460,Intramuscular,Asthma,May cause drowsiness,230.14,aO233pu,9/22/2027,Mild,Pending
Serozole94,Roche Holding AG,1990,Anti-inflammatory,Fever reduction,Nausea,420,Intravenous,High blood pressure,Avoid alcohol,276.09,ov469Sa,2/27/2027,Moderate,Pending
Virastatin43,Roche Holding AG,2019,Antipyretic,Depression treatment,Rash,140,Inhalation,Bleeding disorders,May affect fertility,426.41,ln900fE,12/8/2027,Mild,Pending
Mecozepam36,Merck & Co.,1996,Antidepressant,Allergy relief,"Insomnia, Rash",640,Oral,Liver disease,Risk of addiction,388.6,BH103If,9/1/2025,Moderate,Approved
Viraparin42,AstraZeneca,2015,Antipyretic,Allergy relief,"Nausea, Dry mouth",540,Inhalation,Liver disease,Risk of addiction,233.24,zW073EU,7/23/2027,Mild,Rejected
Viraxetine59,Johnson & Johnson,2004,Analgesic,Allergy relief,"Blurred vision, Constipation, Headache",280,Rectal,Asthma,Do not operate machinery,498.77,YG921LK,1/8/2027,Mild,Rejected
Daxomab14,Novartis AG,2016,Analgesic,Psychosis control,"Dry mouth, Dizziness",540,Inhalation,Bleeding disorders,Use with caution in elderly,253.24,uD751js,10/10/2026,Moderate,Pending
Loxoprofen78,Roche Holding AG,2019,Antibiotic,Pain relief,Dizziness,60,Inhalation,High blood pressure,May affect fertility,120.37,nw135lu,3/26/2026,Moderate,Pending
Serovir62,Roche Holding AG,1998,Antifungal,Psychosis control,"Dizziness, Insomnia",830,Oral,Heart disease,May affect fertility,493.09,vX000OX,10/30/2027,Mild,Pending
Serovir95,Bayer AG,2005,Antihistamine,Pain relief,"Fatigue, Constipation, Nausea",10,Intramuscular,Asthma,Do not discontinue abruptly,230.73,pL989lj,7/30/2026,Mild,Rejected
Viradipine45,Bayer AG,1997,Antidepressant,Pain relief,"Dizziness, Nausea",730,Sublingual,High blood pressure,Use with caution in elderly,237.45,EP884DV,2/26/2028,Severe,Pending
Serodipine38,Roche Holding AG,1993,Vaccine,Allergy relief,"Insomnia, Diarrhea, Dry mouth",900,Rectal,Asthma,Risk of addiction,269.99,Sy025Tr,4/3/2028,Mild,Approved
Cefxetine24,Merck & Co.,2019,Antihistamine,Viral infections,Blurred vision,430,Oral,Asthma,Do not operate machinery,344.94,GG978HV,6/17/2026,Severe,Approved
Loxostatin36,Merck & Co.,2014,Anti-inflammatory,Allergy relief,"Nausea, Insomnia, Headache",30,Rectal,Seizures,Avoid sunlight exposure,459.01,pF305Rv,3/27/2026,Moderate,Rejected
Amoxcillin12,Novartis AG,2013,Antifungal,Psychosis control,"Nausea, Headache",110,Topical,Diabetes,May affect fertility,77.2,wW119mC,2/7/2028,Mild,Approved
Daxovir35,AstraZeneca,2001,Antipsychotic,Fungal infections,"Nausea, Diarrhea, Headache",90,Oral,Bleeding disorders,Risk of addiction,85.14,ia005qN,3/19/2027,Severe,Rejected
Amoxparin65,Moderna Therapeutics,2010,Antipsychotic,Fever reduction,Insomnia,930,Inhalation,Bleeding disorders,Monitor blood pressure,446.36,mJ233vO,2/29/2028,Moderate,Approved
Mecomab54,Pfizer Inc.,2017,Anti-inflammatory,Inflammation reduction,"Constipation, Dry mouth",780,Intravenous,Diabetes,May cause drowsiness,373.39,Nf291AN,10/30/2027,Mild,Pending
Rivaprofen17,Merck & Co.,1995,Antidepressant,Pain relief,Diarrhea,20,Intravenous,High blood pressure,Avoid alcohol,321.54,EY798JC,7/19/2027,Moderate,Pending
Cefdipine61,Sanofi,2017,Anti-inflammatory,Fever reduction,"Insomnia, Dizziness, Rash",130,Intravenous,Kidney impairment,Do not operate machinery,441.64,wS831yq,1/5/2028,Mild,Rejected
Fenozole50,Pfizer Inc.,2003,Analgesic,Pain relief,"Dry mouth, Insomnia, Diarrhea",270,Intramuscular,Pregnancy,Do not operate machinery,107.69,yy124ZH,3/17/2027,Mild,Pending
Amoxcillin75,Merck & Co.,2021,Antipsychotic,Allergy relief,"Rash, Constipation",530,Intramuscular,Kidney impairment,Monitor blood pressure,117.9,UN550TT,11/29/2027,Mild,Approved
Cefmab88,Novartis AG,2014,Antipsychotic,Prevent infectious disease,"Fatigue, Headache",110,Oral,Allergic reaction,Monitor blood pressure,396.26,Te802yX,7/23/2027,Severe,Pending
Loxomab84,Moderna Therapeutics,2024,Antipsychotic,Pain relief,"Blurred vision, Diarrhea, Dizziness",370,Intramuscular,Kidney impairment,Avoid alcohol,313.26,WO753FK,6/15/2027,Moderate,Rejected
Serostatin22,Johnson & Johnson,1996,Antipyretic,Inflammation reduction,"Nausea, Dry mouth",280,Intramuscular,Liver disease,Use with caution in elderly,9.91,te398aJ,12/1/2025,Moderate,Rejected
Cefvir13,GlaxoSmithKline,1996,Anti-inflammatory,Viral infections,"Diarrhea, Blurred vision, Rash",80,Oral,Seizures,May cause drowsiness,57.55,JT957FE,9/9/2027,Severe,Rejected
Amoxzepam67,Moderna Therapeutics,2001,Antibiotic,Psychosis control,"Headache, Constipation",850,Inhalation,Allergic reaction,Take with food,489.13,yY122Bo,4/19/2026,Mild,Rejected
Serovir23,Moderna Therapeutics,2021,Antiviral,Fungal infections,"Fatigue, Nausea",240,Topical,Diabetes,Risk of addiction,478.44,EI080CB,3/2/2026,Moderate,Rejected
Cefprofen23,Pfizer Inc.,2014,Antiviral,Bacterial infections,"Rash, Dizziness",820,Rectal,Heart disease,May cause drowsiness,475.73,QK641YE,6/12/2028,Severe,Pending
Mecozole64,Roche Holding AG,1996,Antipyretic,Fever reduction,"Blurred vision, Diarrhea, Rash",720,Inhalation,Kidney impairment,Do not operate machinery,366.91,zA998EF,12/10/2027,Severe,Pending
Mecostatin50,Roche Holding AG,1999,Antidepressant,Psychosis control,Insomnia,240,Topical,Diabetes,Avoid alcohol,177.9,vM772mm,7/12/2026,Moderate,Rejected
Serostatin23,Merck & Co.,2017,Antipsychotic,Pain relief,"Blurred vision, Diarrhea, Constipation",530,Oral,Seizures,May cause drowsiness,377.17,PI835ml,3/22/2026,Moderate,Pending
